dataset_id,dataset_code,dataset_name,dataelement_id,dataelement_code,dataelement_name,hmis_code
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),eW4FVOhEeCP,SR03B,Shigella Dysentery - Positive,SR03
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),HLSOl6fGZbm,SR04,Hepatitis BsAg- Done,SR04
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),hnz5wHFaX0w,SR04B,Hepatitis BsAg- Positive,SR04
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),lAY0XbxnemJ,SR05A,Brucella - Done,SR05
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),zGkWywUtcXm,SR05B,Brucella - Positive,SR05
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),lLCw5i5eoQn,SR06A,Pregnancy Test (HCG) - Done,SR06
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),SxFU9oxVzDk,SR06B,Pregnancy Test (HCG) - Positive,SR06
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),hTO7GyKw5eu,SR07A,CrAg- Done,SR07
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),A7AQ3brLmR4,SR07B,CrAg- Positive,SR07
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),nlQ2XHHaB5L,SR08A,Rheumatoid factor - Done,SR08
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),awNr3PBxRtR,SR08B,Rheumatoid factor - Positive,SR08
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),HguwEg0juDT,SR09A,Hep B Core Ag - Done,SR09
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),wopTt6jkxVE,SR09B,Hep B Core Ag - Positive,SR09
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),pa4KlOWImIA,SR10A,Hep C - Done,SR10
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),bO6ATLeZUl4,SR10B,Hep C - Positive,SR10
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),pGDRIjvl39Q,SR11A,Hep A - Done,SR11
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),JBdnQRzdetM,SR11B,Hep A - Positive,SR11
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),u6bn84xJh9Z,SR12a,Hep BsAg- Done,SR12
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),fZNxozMEuqd,SR12b,Hep BsAg - Positive,SR12
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),Zgg5oLWUf09,SR13a,H. pylori- Done,SR13
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),MSueM02Rned,SR13b,H. pylori - Positive,SR13
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),lvze6t5xhHb,SR14a,Occult blood- Done,SR14
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),ijUAc6k60Wn,SR14b,Occult blood - Positive,SR14
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),Fa9hodskeJ9,SR15a,Toxoplasma IgG- Done,SR15
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),CjO5qomd6A5,SR15b,Toxoplasma IgG - Positive,SR15
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),QMf9LkI1COW,SR16a,Toxoplasma IgM- Done,SR16
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),dJIA1SFb816,SR16b,Toxoplasma IgM - Positive,SR16
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),iyHv5ZAvDpl,SR17a,Rubella- Done,SR17
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),y8wjTLBBCSt,SR17b,Rubella - Positive,SR17
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),HNIGPbNjTS1,SR18a,Others- Done,SR18
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),DE64n22luZt,SR18b,Others - Positive,SR18
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),TU4hCLREQB2,TP01.,T3- Done,TP01
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),oCig5lw6NFd,TP02.,T4- Done,TP02
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),f50jzpPHhJV,TP03,TSH - Done,TP03
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),BfUGncAgsIa,TP04,Free T3 - Done,TP04
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),ubBoPfBZF8D,TP05,Free T4 - Done,TP05
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),aJ7qRn2xZJX,VS01A,EID - Samples Referred,VS01
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),ogPzhS1PmWv,VS01C,EID - Pending Results/Feedback,VS01
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),PCgPk2ogPHn,VS02A,Viral Load for HIV - Samples Referred,VS02
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),mY67oZffpOd,VS02C,Viral Load for HIV - Pending Results/Feedback,VS02
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),ASdJwmuvKPO,VS03A,CD4 - Samples Referred,VS03
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),YpMOS6ALssw,VS03C,CD4 - Pending Results/Feedback,VS03
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),gpYLUiKrNHx,VS04A,Sickle Cell Disease Confirmation - Samples Referred,VS04
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),Da2nbJXyvFD,VS04C,Sickle Cell Disease Confirmation - Pending Results/Feedback,VS04
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),cE4xYyV9cP0,VS05A,Histology - Samples Referred,VS05
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),x1jRXEJQk7x,VS05C,Histology - Pending Results/Feedback,VS05
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),vXfooQLBVof,VS06A,Polio/ or Acute Flaccid Paralysis - Samples Referred,VS06
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),jz4R6FGAptf,VS06C,Polio/ or Acute Flaccid Paralysis - Pending Results/Feedback,VS06
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),xkzCOlTZvUm,VS07A,Severe Acute Respiratory Syndrome/Infection (SARS/SARI) - Samples Referred,VS07
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),i1wNCbGgehn,VS07C,Severe Acute Respiratory Syndrome/Infection (SARS/SARI) - Pending Results/Feedback,VS07
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),uk1ygS4ih90,VS08A,TB Genexpert - Samples Referred,VS08
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),Xl9LoXyDBQi,VS08C,TB Genexpert - Pending Results/Feedback,VS08
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),bb7858UYVhK,VS09A,DST for Multi Drug Resistance TB (MDR TB) - Samples Referred,VS09
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),Frr8PBtDifn,VS10A,Hepatitis B Viral load - Samples Referred,VS10
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),QADL6fJFoGZ,VS10C,Hepatitis B Viral load - Pending Results/Feedback,VS10
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),Fn15HIXzWg9,VS11A,Hepatitis C Viral load - Samples Referred,VS11
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),OuUfsq2oCzQ,VS11C,Hepatitis C Viral load - Pending Results/Feedback,VS11
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),M2Tgala2egP,VS12A,"Hep BcAg, - Samples Referred",VS12
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),G0NxD60y255,VS12C,"Hep BcAg, - Pending Results/Feedback",VS12
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),tpGCsq755n7,VS13a,"HIV MDR, - Samples Referred",VS13
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),YHvInhasswm,VS13c,"HIV MDR, - Pending Results/Feedback",VS13
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),RY0qt9jp0nZ,VS14A,"VHFs (EBOLA, MARBUG)  - Samples Referred",VS14
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),bcU8Uyg4BwG,VS14C,"VHFs (EBOLA, MARBUG), - Pending Results/Feedback",VS14
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),tvOutAcRbNB,VS15a,"Cytology, - Samples Referred",VS15
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),ErsezpC2yVP,VS15c,"Cytology, - Pending Results/Feedback",VS15
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),S3PQSMMgwfn,VS16A,"Measles / Rubella, - Samples Referred",VS16
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),LWtgifxkOQg,VS16C,"Measles / Rubella, - Pending Results/Feedback",VS16
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),z11eXUduMTj,VS17a,Yellow fever - Samples Referred,VS17
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),KvLgrcwvZgW,VS17c,Yellow fever - Pending Results/Feedback,VS17
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),gwc2FljFEe2,VS18a,Rabies - Samples Referred,VS18
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),UvMyjP1sr4H,VS18c,Rabies - Pending Results/Feedback,VS18
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),tOsGLpfwUxE,VS19A,Typhoid Fever - Samples Referred,VS19
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),SkpUysoBjiU,VS19C,Typhoid Fever - Pending Results/Feedback,VS19
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),ro2teNSPV6w,VS20A,Cholera - Samples Referred,VS20
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),srFuDYplT9H,VS20C,Cholera - Pending Results/Feedback,VS20
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),RjVFFtBf0fQ,VS21A,Dysentery - Samples Referred,VS21
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),DKP8p4TuogU,VS21C,Dysentery - Pending Results/Feedback,VS21
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),Fck9FzNPbwj,VS22A,Rota Virus - Samples Referred,VS22
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),USSX14ZROi8,VS22C,Rota Virus - Pending Results/Feedback,VS22
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),K66vr4DBIfd,VS23A,Meningitis - Samples Referred,VS23
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),T042dWDJUI4,VS23C,Meningitis - Pending Results/Feedback,VS23
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),w5I7khBBJaS,VS24A,Neonatal tetanus - Samples Referred,VS24
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),eX8nrnBi2Sv,VS24C,Neonatal tetanus - Pending Results/Feedback,VS24
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),DYQgUlAEiPn,VS25A,Plague - Samples Referred,VS25
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),p8EPIdnGpMD,VS25C,Plague - Pending Results/Feedback,VS25
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),kB8Qlz2IqMJ,VS26A,Isolates - Samples Referred,VS26
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),R8U2KwDlBp1,VS26C,Isolates - Pending Results/Feedback,VS26
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),VaLQ3ZEDyY7,VS27A,Viral Haemorrhagic Fevers (VHF) - Samples Referred,VS27
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),Dz8eF4R8wCZ,VS27C,Viral Haemorrhagic Fevers (VHF) - Pending Results/Feedback,VS27
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),ljSKKF2sS3S,VS28A,Animal Bites (suspected rabies) - Samples Referred,VS28
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),W7lV5TYWYwF,VS28C,Animal Bites (suspected rabies) - Pending Results,VS28
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),fjDk7C69bya,VS29A,Haemoparasites - Samples Referred,VS29
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),doKuLrlQO0v,VS29C,Haemoparasites - Pending Results/Feedback,VS29
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),EXX2b97lU8Q,VS30A,Intestinal parasites - Samples Referred,VS30
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),QqIkh4bVRpw,VS30C,Intestinal parasites - Pending Results/Feedback,VS30
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),U3PMfuxLkg1,VS31A,Tissue parasites - Samples Referred,VS31
quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),vlCCIaDbkBw,VS31C,Tissue parasites - Pending Results/Feedback,VS31
